Comment,Category,Keyword
"OBS: como voces dividiram, fracionaram o pedido dos controles remotos em ENTREGA 01 e 02 e 03, realmente está faltando entrega (falta um controle remoto da Sony e um controle remoto da LG)",Pedido Errado,faltando
Produto na foto e uma coisa quando chega e outra veio enrolado em um plástico sem caixa pulseira bem ruim,Qualidade,qualidade
"Comprei 3 luminarias, recebi apenas uma dentro do pacote apesar de ter assinado o recebimento. Pela primeira vez nas minhas compras com a lannister estou tendo problemas. Estou aguardando solução",Pedido Errado,quantidade
O produto não foi entregue e nem ligaram para avisar o motivo de não ter acontecido a entrega,Qualidade,defeito
Propaganda enganosa lá na descrição diz que o relógio é isso e aquilo que é bom e tal mas na verdade não é nada disso além de tudo a cor que eu pedi foi dourado e veio uma cor que não é Dourado.,Pedido Errado,quantidade
17 dias para entregar um receiver (do tamanho de um pen drive ) embora tenha sido entregue no prazo de 30 dias.,Pedido Errado,tamanho
"Boa noite, Só recebi o esterilizador, não recebi a almofada. Além disso, o esterilizador veio com a caixa aberta/rasgada.",Logística,recebimento
"Produto veio com um furo, em uma capa de carro impermeável não pode haver duros, vou adaptar com uma fita mas deixo meu protesto a respeito do produto.",Outros,análise inconclusiva
um mês pra chegar na minha casa,Outros,análise inconclusiva
Comprei 2 puffs e um chromebook. A entrega foi incompleta. Os puffs nao foram entregues. Tento telefonar para reclamar e nenhum dos telefones consigo falar com um atendente. Lastimável.,Atendimento,comunicação
Sô lamento que paguei o carreto e tive que buscar nos Correios,Pedido Errado,cor
"No site consta como entregue, porém NÃO recebi nada.",Logística,status entrega
"Comprei o produto há quase um mês, o pacote teria sido postado no dia 01/02/2018, mas até agora não o recebi.",Logística,recebimento
os produtos entregues não são os funko pops originais. são claramente uma cópia. quero meu dinheiro de volta e a devolução destes produtos,Atendimento,financeiro
"Um dos três produtos faturados ( etapa 2) foi enviada errada ( outra composição) do que foi pedido e faturado na nota fiscal. Já solicitei o cancelamento do pedido, só me causou transtorno a compra.",Atendimento,cancelamento
"Meu produto não chegou ainda ,por isso não recomendo .Respeito se constrói",Logística,chegada
Comprei a mais de um mês e não chegou até hoje!,Logística,chegada
"Comprei 2 relógios e recebi somente 1. Assinei a entrega porque imaginei que viriam em duas entregas separadas, porém quando abri na nota fiscal estão os dois. Espero urgente uma posição.",Logística,entrega
Foi enviado um produto totalmente diferente do modelo de anuncio! Nada resolvido.,Pedido Errado,modelo
Preciso saber da data de entrega pois até agora não recebi,Logística,entrega
"Fiz essa comora p um controle de smart tv conforme pedido, vcd encaminharam um outro controle q nao tem a opção da smart tv. Sendo assim inútil a compra!!!",Pedido Errado,produto diferente
"Não recebi o produto até hoje,oos correios alegam que foram até o local, eu estava o dia todo em casa no dia que eles falaram que foram até lá,e as outras tentativas de entrega TB não realizaram",Pedido Errado,cor
O correio informou problemas com a entrega...encaminhei 2 mensagens e não tive retorno...Recebi uma ligação no sábado das lannister que a entrega seria no prazo...mas até o momento nada.,Pedido Errado,cor
"A loja está sendo bem correta comigo. Vou devolver o produto. O anúncio dava a entender que era o relógio. Mostravá fotos do relógio, descrição das funções e a redução de preço de 899 por 250",Pedido Errado,cor
A entrega está atrasada quase uma semana. No dia 11/09 Há dois registros FALSOS de entrega no histórico do site. Nos Correios consta que a encomenda não chegou ao destino.,Pedido Errado,cor
Comprei três cobre leito e até o momento recebi apenas um .,Pedido Errado,quantidade
Ainda ñ tenhi como descrever o q achei do produto pq até agora não chegou!!,Logística,chegada
Solicitei cancelamento da compra. Prazo de entrega muito demorado,Atendimento,cancelamento
"Ainda não recebi o produto nem qualquer satisfação. Por favor, entreguem logo.",Logística,status entrega
"Creio que as lannister não deva ter culpa disso, produto de péssima qualidade, vou devolver",Atendimento,devolução
Não recomendo essa transportadora targaryen eles falaram que vieram entregar aqui em casa um dia após eu ter feito a compra e não vinheram eu mesma tive que retirar no correio no fim do mundo AFF,Pedido Errado,cor
Não entregaram o produto e agora estão alegando que há dificuldade na entrega. Uma simples capa de máquina de lavar que deveria ser entregue em um bairro da capital do estado com toda infraestrutura.,Logística,entrega
"Como o prazo de entrega é até 29/08/18 e ainda não chegou, não tenho como avaliar.",Logística,prazo
Não entregaram não tive reembolso,Atendimento,financeiro
Produto falso! Veio em uma caixinha completamente nada a ver com o produto.,Qualidade,falsificação
Comprei uma capinha transparente e veio uma marmotenta colorida... ridículo..,Pedido Errado,quantidade
"Produto muito abaixo da expectativa e veio com o lacre aberto, não gostei e já solicitei a devolução do produto.",Atendimento,devolução
"COMPREI DUAS PEÇAS DE FIOS E SÓ CHEGOU UMA, COM NOTA FISCAL CONTENDO AS DUAS PEÇAS.",Logística,chegada
O produto foi enviado com defeito.,Qualidade,defeito
Ainda nao recebi o produto e ja se encontra atrasado,Logística,recebimento
"Tapete veio com defeito,com uma mancha branca. Pois o mesmo é cinza escuro , e fica bem visível o defeito. Realmente fiquei muito triste com produto que tanto sonha em ter em perfeita condições.",Qualidade,defeito
"PEDI UMA CHALEIRA DE 3 LITROS, ME ENVIARAM CHALEIRA DE 2 LITROS, E ESTÃO SE RECUSANDO A TROCAR,",Outros,análise inconclusiva
Até o momento não recebi o produto que está atrasado na entrega.,Logística,entrega
Um década pra entregar o produto. Horrível a entrega.,Logística,entrega
"Até o momento meus pedidos não foram entregues, o que está acontecendo",Logística,status entrega
O produto entregue não foi o produto comprado. Até o momento não consegui efetuar a troca. Estou aguardando contato da loja.,Atendimento,contato
não foi o produto que visualizei não compro mais nada pela internet nesta lojha,Outros,análise inconclusiva
compra efetuada em 03=02- 2018 fico no aguardo da minha compra peço agilizar grato luiz,Outros,análise inconclusiva
"Produto ainda não foi entregue, ainda a aguardar, mesmo com o prazo vencido.",Qualidade,validade
Meu pedido não foi entregue De São Paulo SP foi para em Belém PA e nunca chegou aqui,Logística,status entrega
"Fiz a compra, o cadastro, recebi notificação de que o pedido foi entregue em uma unidade do correio, fui na u nidade e nao estava la. Aguardo retorno imediato, todos os itens estao acontecendo o mesmo",Pedido Errado,quantidade
O produto veio com o rótulo colado e não impresso igual o original.,Qualidade,originalidade
Os cabos diferentes do produto comprei cabos novos mas não funcionou como efetuar a troca?,Qualidade,divergência
"Saca rolhas de plástico, EXTREMAMENTE FRACO, que não seria capaz de abrir nem uma mamadeira, quanto mais uma garrafa de vinho. Quebrou no 1° uso! DINHEIRO TOTALMENTE JOGADO FORA! PÉSSIMO! Loja targaryen.",Qualidade,qualidade
"Ainda não recebi, se soubesse que iria demorar tanto bem teria comprado. Estou acostumada a comprar aqui no site, mas nunca uma mercadoria demorou tanto. Estou me perguntando, será que ainda chega?",Logística,atraso
O produto veio errado.Reclamei na empresa e estou aguardando a solução,Pedido Errado,produto errado
Eu não recebi nada é não consigo fala nas lojas lannister e nem na targaryen. Preciso que vocês me ajude por favor.,Logística,recebimento
Meu produto ainda não foi entregue e os correios notificaram que não chegou lá ainda,Pedido Errado,cor
Realizei a compra via lannister e em 7 dias só para separação do produto e mas 7 dias pra emitir a nota fiscal e em Dentro de mais uma semana o mesmo ainda Estava sendo preparado para o envio .,Outros,análise inconclusiva
não entregaram a mercadoria completa,Logística,entrega
Comprei um produto nessa loja e não recebi no status da loja consta que o produto foi entregue.,Logística,status entrega
"A única coisa q eu não venho gostando em comprar no site de vcs é que algumas das mercadorias q comprei, tive q ir buscar no correio, não chegou até a minha casa, sendo que pago frete.",Pedido Errado,cor
AINDA AGUARDO A ENTREGA DESTE PRODUTO. NÃO FORAM ENTREGUES NENHUMA DAS UNIDADES COMPRADAS,Pedido Errado,quantidade
"Comprei 2 saias para cama box,o sedex trouxe 1 só e a nota fiscal dizia que eu estava recebendo as duas,não aceitei a entrega,no dia seguinte vieram entregar a segunda nas mesmas condições da primeira",Logística,entrega
Pedi um produto e recebi outro.,Pedido Errado,produto diferente
"Não recebi a mercadoria, mandei um e-mail para empresa pois estava com problema de entrega, mas não recebi nenhuma resposta.",Atendimento,comunicação
Produto não foi entregue e não entraram em contato para dá uma posição. Dificuldades para resolução do problema!,Atendimento,contato
por se tratar de outra empresa o prazo de entrega e horrível,Logística,prazo
DEMORA!!!!!!! FALHA NO RASTREAMENTO!!!! Fiz o pedido a um mês e até agora nada,Logística,atraso
Não fiquei satisfeito com o produto,Outros,análise inconclusiva
"Bom preço, mais muita demora na entrega do produto.",Logística,atraso
"Não solicitei cancelamento de pedido, queriam entregar o produto nos correios, mas paguei frete para receber em casa. Recebi vários email que não correspondem à verdade dos fatos.",Pedido Errado,cor
"Porque vocês não ligam pra sabe? vocês estão malucos por dinheiro, não querem atender os clientes,o que ta acontecendo? pedi mil vezes pra não entregar a merda do produto e vocês entregaram",Qualidade,defeito
"Não é a primeira vez que tenho problemas de entrega com a loja. Na próxima vez, caso haja concorrência de produtos, não optarei pela Lojas lannister.",Pedido Errado,cor
Meu pedido veio faltando 1 controle forao pedidos 2,Pedido Errado,faltando
"Eu cancelei o pedido por me avisarem que nao tinha o produto que eu queria, dizendo ter saido de linha apesar de o produto estar disponivel no site! Ja se passou 1 mes a ainda nao estornaram o valor .",Outros,site
Tive que cancelar a compra o vendedor não conseguiu entregar o produto no prazo.Acredito que a targaryen é intermediario do vendedor que pena.,Atendimento,vendedor
Loja com prazo grande para entrega,Logística,prazo
O produto que recebi é totalmente diferente do que é divulgado nas fotos do anúncio! Produto de qualidade baixa. Dá pra perceber que as etiquetas são diferentes. Estou muito insatisfeito!,Qualidade,anúncio
A minha tinha zíper essa é da loba,Outros,análise inconclusiva
Nota fiscal com divergências ao pedido...de dois itens comprados veio somente um...,Pedido Errado,quantidade
JA LIGUEI PRA VOCES RECLAMANDO ESTOU AGUARDANDO UM RETORNO,Logística,espera
"Recebi o produto dentro do prazo, mas a balança estava oscilando demais o peso.",Logística,prazo
Loja parceira do stark sequer entrou em contato.,Atendimento,contato
"Tintas falsas, embalagens deslavadas... estou correndo atras do prejuízo!!",Pedido Errado,cor
"odiei a compra pois paguei frete e tive que retirar nos correios , tudo que comprei na lannister foi entregue na minha casa ..não compro mais..",Pedido Errado,cor
"Não cumpriram o prazo de entrega..que aliás já é muito demorado, faz mais de 15 dias q efetuei a compra e até agora nada...",Logística,atraso
produto diferente do anunciado,Qualidade,divergência
"Produto chegou com embalagem toda amassada, nota fiscal correta(com 110v), porém, o produto é 220v.",Pedido Errado,voltagem
"Prazo de Entrga muito longo , e quando chega a data prevista , não entrega. - PessimoParceiro",Qualidade,qualidade
Continuo esperando a entrega dos produtos,Logística,entrega
"Não recebi o produto, se até o dia 28/05 não tiver resposta vou procurar o procom",Atendimento,comunicação
Espero uma Satisfação por que não foi entregue até hoje.obrigado Simone,Logística,status entrega
Achei a qualidade do produto muito inferior ao que detalhava nas informações. A qualidade do tecido não me agradou.,Qualidade,qualidade
Antes de recomendar a loja preciso ver se a loja irá trocar o produto que veio com defeito. Para mim minha compra não foi finalizada ainda.,Qualidade,defeito
"Minha encomenda foi atingida por incêndio em unidade operacional dos correios. As lannister ainda não se pronunciou pelo caso, se vai mandar uma nova encomenda, se vai me devolver o dinheiro, etc.",Pedido Errado,quantidade
Comprei um produto confiando na idoneidade das Lojas lannister e recebi um produto pirata. Liguei pra comunicar o ocorrido e fui ignorado! Vou procurar meus direitos!!!,Pedido Errado,cor
Infelizmente a prestadora de serviços não tem capacidade de avaliar nem o tamanho de um capacete pedi um 61 veio um 58  Fiz a devolução perdi a vontade é o encanto pelo produto e pela loja,Pedido Errado,quantidade
"Ruim, até o momento o produto não chegou",Qualidade,qualidade
"Ainda não recebi o produto, ia mandar mensagem hoje mesmo para saber o que aconteceu, apesar do atraso sempre recebi em dias meus produtos, esse foi o 1° por isso ainda recomendo.",Atendimento,mensagem
"Comprei duas válvulas solenóides iguais. Paguei o mesmo produto com quantidade 2 (dois). As válvulas são iguais, mas as roscas são diferentes. Uma é BSP, com passo igual a NPT, a outra tem passo maio",Qualidade,divergência
"Comprei começo do mês passado.Passou quase 1 mês sem o produto chegar e nem chegou,tanto q cancelei.E ate no cancelamento a loja esta demorando mt pra fazer o estorno. Quero meu dinheiro de volta logo",Atendimento,financeiro
Não recebi um dos produtos..atendimento pelo sac é péssimo pessoas mal treinadas.sempre compro pelo site lannister nunca tive problemas mas dessa vez horrível..sem explicações atendentes péssimos,Qualidade,qualidade
espero que essa venda tenha sido cancelada pois não recebi !,Logística,recebimento
O produto não chegou até o momento e o prazo era até dia 25.09 e recebo hj 27.09 um email avisando não ser possível realizar a entrega. Muito descaso com o cliente.,Atendimento,email
"Loja completamente descompromissada com o cliente. No ato da compra a data de entrega era uma. Após finalizar a compra, a data era outra diferente do anunciado e mesmo assim até hoje não entregaram.",Qualidade,divergência
"O produto tem uma péssima qualidade, foi enviado sem nenhuma embalagem desente e não foi entregue num curto prazo",Logística,prazo
Achei que o produto fosse melhor!bom,Outros,análise inconclusiva
Eu comprei 3 unidades do pendente de só veio 1 até agora e ainda não obtive nenhuma resposta até o momento não posso efetuar nenhuma avaliação,Pedido Errado,quantidade
Não recomendo a ninguém a empresa pois até agora não receber meu produto .,Outros,análise inconclusiva
O produto ainda não chegou pra mim esta sendo ruim.,Qualidade,qualidade
"Produto de péssima qualidade ,não gostei pedi a devolução",Atendimento,devolução
"Pedi um relógio de 3 pulseiras, sendo uma azul, uma preta e uma vermelha. Veio um relógio com uma pulseira roxa, uma cinza e uma vermelha. Quero devolvê-lo e receber o q pedi ou meu dinheiro de volta.",Pedido Errado,quantidade
Até este momento ainda não recebi meu suporte de TV. Infelizmente não posso recomendar essa loja para ninguém.,Logística,recebimento
NÃO RECEBI MATERIAL NEM RETORNO DA EMPRESA targaryen,Qualidade,material
Qútero fazer a troca e estádemorando muito,Logística,atraso
"Meu pedido foi cancelado sem a minha solicitação no dia 20/11 e até agora não estornaram meu dinheiro!  Era presente, foi muita falta de proficionalismo.",Atendimento,financeiro
"Sempre comprei tonner pela Kalunga, a primeira vez que pedi por essa loja, o tonner estourou na minha impressora! Quero meu dinheiro de volta ou outro produto em bom estado.",Pedido Errado,produto diferente
Comprei o matizador e quando chegou era de outra marca... só acho que deveriam mandar o que realmente o cliente comprou....,Logística,chegada
Meu Produto Ainda Não Foi Entregue.,Logística,status entrega
Comprei dois produtos da mesma loja porem recebia apenas não recebi nenhum retorno da loja ate agora,Logística,recebimento
"Ainda não recebi o produto. Fiz a compra do produto a 30 dias, e estou muito insatisfeito. Até Agora meu problema não foi resolvido",Logística,recebimento
"Comprei duas cortinas e recebi apenas uma. Era pra dar de presente,infelizmente não deu certo.",Pedido Errado,quantidade
Esse adesivo rasgou todo quando tentei colar na parede. Uma frustração. Super difícil de remover do papel e quando consegui ele rasgou e amassou. Resultado: foi para o lixo. Meu dinheiro jogado fora!,Qualidade,insatisfação
"Paguei pelo frete como sempre e deixaram num correio muito mas muito longe da minha casa, não terem deixado em minha casa nem foi o problema, mas poderiam muito bem deixar em um correio mais proximo!",Pedido Errado,cor
"Recebi o relógio e adorei,mas ele veio com defeito.Ponteiro quebrado😡",Qualidade,avaria
Não entregaram então não tenho como avaliar o produto.,Logística,entrega
Estou aguardando o retorno para estorno do valor e devolução do produto errado,Pedido Errado,produto errado
"nao responem email, ate hoje nao recebi o produto e nao dao satisfacao quero meu dinheiro de volta",Atendimento,email
"O péssimo trabalho dos correios, nõ entregaram meu produto. Entrei em contato com eles e me disseram que o produto foi devolvido ao remetente, sendo que os mesmos nem chegaram fazer a entrega",Pedido Errado,cor
atér o momento não recebi meu quadro!,Logística,recebimento
Meus produtos nao vieram completos comprei 3 produtos e vieram somente um e estou aguardando uma resposta do stark sobre o ocorrido quero saber se vao devolver meu dinheiro ou mandar os produtos,Pedido Errado,quantidade
"Chegou com a caixa machucada . Ao abrir , o produto avariado . Tentaram maquiar o vidro quebrado que estava por baixo , mas eu vi . Pior compra que já fiz , vergonhoso .",Qualidade,avaria
O relógio que veio com uma falha no vidro Mal acondicionado na embalagem Estou totalmente insatisfeito gostaria de devolver a mercadoria,Atendimento,devolução
Nunca comprei um produto na americana q demorasse tanto!,Logística,atraso
Aviso que comprei nas Américas e se não receber vou divulgar na internet e entrar no procon. Quero o meu produto 😡estou furiosa,Outros,comprei
"Cancelei esse pedido, nem era para chegar o e-mail em questão e tenho outros 2 pedidos pendentes, com atraso na entrega, sem qualquer suporte das lannister.",Pedido Errado,produto diferente
"Recebi apenas um item do pedido. Entregaram o relógio, mas o porta cápsulas ainda não foi entregue.",Pedido Errado,quantidade
Eu Comprei dois óculos e vieram dois brincos  Quero trocar o produto,Outros,comprei
"Infelizmente não estou satisfeita com esta compra, pois recebi o produto errado, comprei Unaro Pecan e recebi Canela de Velho, não estou conseguindo trocar. Será que alguem pode me ajudar ou deverei i",Pedido Errado,produto errado
O cabo carregador para tomada e carro nao foi entregue,Logística,status entrega
Não chegou disse q tava com problema e até agora nada...preciso saber vai chegar ou não... preciso saber..,Logística,chegada
"Mostra uma foto do relatório original e quando chega, chega um falso e muito falso, comprei dois e só recebi um e no outro dia chegou o outro e eu me recusei a receber, vou querer o meu dinheiro de vo",Pedido Errado,produto diferente
"Comprei para ser presente de natal, porem nao recebi o produto, estou solicitando o reembolso",Atendimento,financeiro
Recebi o produto diferente do que foi adquirido e não consegui contato com a loja por nenhum meio .,Qualidade,divergência
No site estava dizendo que seria 2 litros porém me foi enviado um frasco de 500 ml,Outros,site
"Deveria colocar mais detalhes do produto no site... Eu comprei pensando que o tapete era daquele tradicional, não parecendo um cobertor... Não tinha foto da parte de trás do tapete no site...",Qualidade,diferente da foto
"Nao gostei do produto. As toalhas sao muito finas, nao enxugam!!! Infelizmente vou pensar se vale a pena comprar pela internet sem manusear o produto, principalmente toalhas de banho.",Outros,análise inconclusiva
"EU COMPREI 2 SAIAS DISTINTAS E SÓ RECEBI UMA. NO RASTREIO, APARECEM ENTREGUES AS DUAS.",Logística,status entrega
DESDE O DIA 09 EU SOLICITEI A DEVOLUÇÃO DO PRODUTO E ATÉ AGORA NÃO RECEBI E-MAIL PARA SABER COMO PROCEDER,Atendimento,devolução
"O produto veio faltando a base e ja enviei inúmeros e-mails para lannister e não obtenho resposta, por mais q seja entregue por um parceiro acho q a responsabilidade é das lannister",Pedido Errado,faltando
Entrega rapida mas o produto horrivel.,Logística,entrega
A mercadoria não foi entregue. Entrara em contato no dia 22/05 e avisando que a mercadoria seria devolvida para cidade do Paraná. Solicitei o estorno da mercadoria.,Atendimento,contato
"Vendeu um produto entregou outro totalmente diferente e inferior, e ainda gerou a nota fiscal com outro produto. Ainda aguardo solução",Pedido Errado,produto diferente
"veio fora do prazo, demorou mais de um mês pra receber.",Logística,prazo
"Não recebi, passou do prazo, tentei localizar e disse que:o produto tinha saído dos correios de SP,encaminhado a outra agência,e,na outra agência,fui informando que o produto não tinha chagado lá.",Pedido Errado,cor
Meus produtos estavam previstos para 8 de novembro e até agora NADA,Outros,análise inconclusiva
Demorando demais para entregar....,Logística,atraso
"Vcs me enviaram e-mail avisando que chegou, mas não chegou. Meu prédio tem portaria 24h e poderia ter recebido se alguém tivesse ido. Aguardo!!!!",Logística,recebimento
recebi um email dizendo q não seria possivel entregar o produto pois não tinha estoque do mesmo. Estou aguardando o credito para comprar em outra loja,Atendimento,email
Não recebi meu produto. Vou atrás dos meus direitos.,Logística,recebimento
"O PRODUTO VEIO ERRADO E JÁ TOMARAM AS PROVIDÊNCIAS PARA A TROCA, ESTOU AGUARDANDO O VENTILADOR CERTO... VAMOS VER...",Pedido Errado,produto errado
"A entrega é rápida, agora o produto que eu comprei e uma porcaria e cara e quando vcs estão oferecendo o cartão de crédito Visa era sem anuidade.",Logística,entrega
Alem de ter um prazo de 1 mes para a entrega ainda não entregou até agora. Não dão informaçoes ou se comunicam com o cliente. Alem de anunciar sem ter o produto em estoque.,Logística,prazo
"Pedi o produto na cor cinza e recebi na cor bege, pela burocracia para troca, tive que ficar com esse mesmo, Pessimima experiência, erro primario.",Pedido Errado,cor
"o produto veio com a caixa do mp3 quebrada e sem a parte da caixa que estava quebrada , e com um grande defeito na bateria.",Qualidade,defeito
O produto veio.completamente diferente do anunciado e ainda veio com defeito quero a troca e quero o produto igual ao que eu pedi igual a que esta no anúncio.,Qualidade,defeito
Meu produto não certo. Insatisfeita,Outros,análise inconclusiva
Houve cobrança do produto na fatura do cartão de crédito. Não foi entregue o produto até hoje e o fornecedor informou que não ha estoque. Gostaria do reembolso imediato do valor no meu cartão.,Atendimento,financeiro
Tá em atraso. Quando chegar eu faço uma reavaliação,Logística,atraso
São 2 produtos. Recebi apenas 1. Faltou as velas de filtro de água. Preciso receber o quanto antes ou a devolução do valor. Aguardo retorno. Muito obrigado.,Pedido Errado,faltou
Recebi apenas um dos produtos do pedido. Faltou a fita de rack.,Pedido Errado,faltou
a loja entregou outro produto sem previa concordância,Pedido Errado,produto diferente
"Minha compra ainda está presa nos correios. Sei que não é culpa da loja, mas algo deve ser feito! Preciso do equipamento para trabalhar e ele não chegou!",Pedido Errado,cor
Estou indgnada pois nao recebi o produto e nao tive nenhuma resposta por onde ele anda...estou muito chateada e quero meu dinheiro de volta!,Atendimento,comunicação
"Boa tarde! Fiz a compra de três porta papel higiênico com lixeira, até o momento só entregaram duas, ainda resta um para ser entregue. Gostaria de saber quando vão entregar o que está faltando.",Pedido Errado,faltando
Recebi uma ligação do vendedor falando que o produto estava em falta e que devia cancelar a compra mas não estou conseguindo cancelar,Qualidade,defeito
Eu quero saber onde está meu produto que Ainda não recebi !!!! Esta demorando horrores !!,Logística,atraso
Não recebi o produto e ainda não tive o reembolso,Atendimento,financeiro
O produto foi entregue porém a atualização do status de onde ele estava ou se já tinha sido enviado não aconteceu. Recebi mas de surpresa pq o app não me atualizou de nada sobre o status da compra,Logística,status entrega
Comprei três e só entregaram dois. Ficarei aguardando um retorno!,Logística,entrega
"O PRODUTO O QUAL CHEGOU EM MINHA RESIDENCIA , ERA SIM O PRODUTO O QUAL EU HAVIA FEITO O PEDIDO, POREM O PRODUTO NAO ESTAVA NOS PADROES O QUAL DEVERIA SE ENCONTRAR , FOI UMA FALTA TOTAL DE RESPEITO .",Logística,chegada
Pedido entregue incompleto. Solicitado 2 faixas. Recebido somente 1. Como proceder?,Pedido Errado,incompleto
Produto nao foi entregue no prazo.. solicito o estorno do valor ja pago...,Atendimento,financeiro
"Quase um mês pra entregar uma mochila, não recomendo esta loja.",Logística,entrega
Recebi apenas 1 unidade e comprei 2. Tento ligar toda hora na lannister.com e não consigo. Já enviei reclamação e solicitação de resposta varias vezes sem retorno.,Pedido Errado,quantidade
"Após a compra no site, fiz a solicitacao do cancelamento da msm e nao fui atendido. Tentei várias vezes entrar em contato e nao consegui. Agora que o produto chegou quero devolve lo.",Atendimento,contato
Estou aguardando eu comprei 3 produtos só veio 1,Pedido Errado,quantidade
"Comprei 2 kits do polivitaminico hemovital ,onde cada kit tem 10 unidades ,pôrem só me mandaram 2 unidades ao invés das 20 unidades .estou aguardando pra ver a resposta deles ,espero q resolva isso.",Pedido Errado,quantidade
"Até agora só recebi uma nota fiscal de uma Central para jeep renegade ,mais ate esse momento nada de central nem de jeep nem de elantra",Logística,recebimento
Não recebi o produto na data prometida,Logística,recebimento
"Vcs colocam um produto para venda sem ter em estoque, vcs acham que sou palhaço!!!!!",Outros,análise inconclusiva
"Comprei a Garrafa térmica,E um kit de toalhas de 10 toalhas,porém só chegou a Garrafa,Até agora nada Das toalhas.......quero muito um retorno por favor",Logística,chegada
"Loja excelente, mas o produto é nota ZERO. Nem fiz questão de tirar da embalagem. Joguei direto no lixo.",Qualidade,insatisfação
"Recebi o produto no prazo, mas não gostei do relogio. Solicitei o reembolso, e até o momento (14/09) não tive retorno da empresa. O produto já foi encaminhado a eles, enada",Atendimento,financeiro
"Parece mais uma lona, e só vem uma parte da ""cortina"".",Pedido Errado,cor
Ja paguei a 1° parcela e ainda não chegou,Logística,chegada
Encomendamos um caminhão vermelho e veio um amarelo.,Pedido Errado,quantidade
"Precisa 30 dias pra fazer entrega do produto, quando encerra o prazo de entrega apenas constataram que não havia o produto em estoque. Que falta de consideração com seus clientes.",Logística,prazo
"RECEBI O PRODUTO E AO VERIFICAR CONSTATEI QUE O PRODUTO ERA TOTALMENTE DIFERENTE DAQUELE QUE EFETUEI A COMPRA, SOLICITEI A DEVOLUÇÃO E O ENVIO DO PRODUTO CORRETO E ATÉ AGORA NÃO OBTIVE RESPOSTA.",Pedido Errado,cor
Cadeirinha veio errada e ate agora não entraram em contato comigo me dando a solução do meu problema. o produto é para presente ate sábado dia 25/11 e ninguém me da uma solução!,Atendimento,contato
Comprei o produto e no dia seguinte tentei cancelar a venda e a orientação que recebi era para receber o produto e devolver. Gosto de comprar no site da lannister mas fiquei chateada.,Atendimento,devolução
Achei que cobriria mais metros quadrados.,Outros,análise inconclusiva
O produto era pra chegar no dia 05/04 no entanto ainda não recebi. Quero meu produto!,Logística,recebimento
Quando vou receber meu dinheiro de volta??,Atendimento,financeiro
comprei mesa pra notebook com ordinhas e veio mesa infantil totalmente diferente quero meu produto correto,Pedido Errado,cor
"Comprei o produto,paguei o frete e não foi entregue em casa. Tive que ir buscar. Péssimo.",Qualidade,qualidade
"A data prevista era o dia 5/1/2018. Recebi o produto no dia 11/01/2018 que veio errado. Pois comprei dois espremedores e recebi apenas, um já reclamei no mesmo dia da entrega e não obtive retorno.",Pedido Errado,produto errado
"Não recebi o produto, entrei com o pedido de cancelamento e estorno do valor pago! Aguardo o andamento da solicitação",Atendimento,financeiro
"Fiz a compra de uma cabo para HD externo de 80 cm, mas me enviaram um com 50cm e ainda por cima consta na nota que o babo é de 80cm!",Outros,análise inconclusiva
"Fiz a compra de 2 pneus e faturou somente 1, paguei R$525,00 sendo que no site das lannister o mesmo pneu custa R$305,00, preciso de um retorno pois paguei a mais do que vale... aguardo retorno.",Outros,site
Produto diferente da propaganda. Não estou satisfeita.,Qualidade,propaganda
"Bom dia!   Não gostei, de péssima qualidade!",Outros,análise inconclusiva
Não tenho nem o que opinar! Não recebi o objeto comprado.,Logística,recebimento
Até o momento nada do produto chegar. Esperarei mais uns dias antes de procurar meus direitos perante a justiça.,Outros,análise inconclusiva
"Não compraria em momento algum novamente nessa loja . Confiei e comprei o produto que eu conheço, marca que eu conheço e veio algo totalmente diferente. Não indico. estou frustrada.",Qualidade,divergência
Até hoje o produto não foi entregue.,Logística,status entrega
naõ egue 20/03 como combinado e nem ninguem ligou para da uma satisfação,Outros,análise inconclusiva
não recebi e não tenho informação sobre oque aconteceu,Logística,recebimento
"e não recebi o ressarcimento do valor, um absurdo.",Logística,recebimento
não veio o produto que eu comprei.,Outros,comprei
Produto entregue não foi o mesmo do anuncio. Embalagem diferente e bebida tambem. O que esta no anuncio tinha a garrafa de green label. E o que foi enviado tem a garrafa johnny walker platinum.,Qualidade,divergência
QUERO DEVOLVER O PRODUTO PORQUE NÃO TEM A MESMA FÓRMULA DO OPTYMEMORI DO SITE DO ORIGINAL.,Qualidade,originalidade
"Escolhi o controle remoto baseado na figura mostrada. Enviaram-me um outro, com as mesmas funções, é verdade, mas diferente do escolhido.O vendedor também não foi o mencionado na compra.",Pedido Errado,produto diferente
"comprei um aparelho para voltagem 220(sta Catarina), enviaram 110.Em contato com a Diluka Power disseram que mandariam um transforormadorque foi recebido, mas pinos não combinam,teria comprar um T",Pedido Errado,voltagem
"Comprei 2 unidades veio só uma, tentei ligar no tel da nota não atende, telefone e aplicativo da lannister não tem a opção de reclamações, entrei com o Procon pra resolver.aconselho ninguém comprar",Pedido Errado,quantidade
"O relógio é falsificado, bem diferente da foto anunciada. O preço não vale o produto.",Qualidade,diferente da foto
"Comprei e paguei, porém, não tive qualquer retorno do lojista. Não recomendo.",Outros,comprei
"Produto diferente do oferecido, e cheio de defeitos.",Qualidade,defeito
